,X,ID,term,source,source_type,retrieval_date,hyperlink,definition,def_clean,def_ID
210,254,forrt_029,Citation Diversity Statement,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/citation-diversity-statement/,"A current effort trying to increase awareness and mitigate the citation bias in relation to gender and race is the Citation Diversity Statement, a short paragraph where a??the authors consider their own bias and quantify the equitability of their reference lists. It states: (i) the importance of citation diversity, (ii) the percentage breakdown (or other diversity indicators) of citations in the paper, (iii) the method by which percentages were assessed and its limitations, and (iv) a commitment to improving equitable practices in sciencea?? (Zurn et al., 2020, p. 669).",current effort trying increase awareness mitigate citation bias relation gender race citation diversity statement short paragraph authors consider bias quantify equitability reference lists states importance citation diversity ii percentage breakdown diversity indicators citations paper iii method percentages assessed limitations iv commitment improving equitable practices science zurn p,Citation Diversity Statement_1
211,257,forrt_030,Citizen Science,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/citizen-science/,"Citizen science refers to projects that actively involve the general public in the scientific endeavour, with the goal of democratizing science. Citizen scientists can be involved in all stages of research, acting as collaborators, contributors or project leaders. An example of a major citizen science project involved individuals identifying astronomical bodies (Lintott, 2008).",citizen science refers projects actively involve thneral public scientific endeavour thal democratizing science citizen scientists can involved stages research acting collaborators contributors project leaders example major citizen science project involved individuals identifying astronomical bodies,Citizen Science_1
212,258,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3835,"Scientific activities in which citizens and non-professional scientists voluntarily participate in data collection.Learn more in: Identification, Prioritization, and Assessment of Urban Quiet Areas",scientific activities citizens non professional scientists voluntarily participate data collection,Citizen Science_2
213,259,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3836,"The work of individuals or teams of amateur, non-professional, or volunteer scientists who conduct research, gather and analyze data, perform pattern recognition, and develop technology, often in support of professional scientists.Learn more in: Cyberinfrastructure, Science Gateways, Campus Bridging, and Cloud Computing",work individuals teams amateur non professional volunteer scientists conduct research gather analyze data perform pattern recognition develop technology often support professional scientists,Citizen Science_3
214,260,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3837,"Scientific research conducted, in whole or in part, by nonprofessional scientists.Learn more in: Initial Emergency Response: Organizational Structure and Coordination",scientific research conducted whole part nonprofessional scientists,Citizen Science_4
215,261,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3838,Collection of scientific data by the public to aid in scholarly research.Learn more in: a??I Want to Be a Herpetologist!a??: Using the Study of Reptiles and Amphibians to Engage Youth in STEM,collection scientific data public aid scholarly research,Citizen Science_5
216,262,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3839,"Citizen science is a term used for projects or ongoing program of scientific work in which individual volunteers or networks of volunteers, many of whom may have no specific scientific training, perform or manage research-related tasks such as observation, measurement or computation. The use of citizen-science networks often allows scientists to accomplish research objectives more feasibly than would otherwise be possible. In addition, these projects aim to promote public engagement with the research, as well as with science in general. Some programs provide materials specifically for use by primary or secondary school students. As such, citizen science is one approach to informal science education. The longest-running citizen science project currently active is probably the Audubon Societya??s Christmas Bird Count, which started in 1900.Learn more in: Citizen Science: Enabling Participatory Urbanism",citizen science term used projects ongoing program scientific work individual volunteers networks volunteers many may specific scientific training perform manage research related tasks observation measurement computation use citizen science networks often allows scientists accomplish research objectives feasibly otherwise possible addition projects aim promote public gement research well science general programs provide materials specifically use primary secondary school students citizen science one approach informal science education longest running citizen science project currently active probably audubon society s christmas bird count started,Citizen Science_6
217,263,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3840,"The work of individuals or teams of amateur, non-professional, or volunteer scientists who conduct research, gather and analyze data, perform pattern recognition, and develop technology, often in support of professional scientists.Learn more in: Cyberinfrastructure, Cloud Computing, Science Gateways, Visualization, and Cyberinfrastructure Ease of Use",work individuals teams amateur non professional volunteer scientists conduct research gather analyze data perform pattern recognition develop technology often support professional scientists,Citizen Science_7
218,264,forrt_030,Citizen Science,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/citizen-science/3841,a movement in Open Science which looks to the lay citizen as a participant in research practices or as the lead in research activityLearn more in: a??The Future Depends on What You Do Todaya??: The Library as a Leader in Open Science,movement open science looks lay citizen participant research practices lead research activity,Citizen Science_8
219,265,forrt_030,Citizen Science,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/citizen_science,"Scientific research done, in whole or in part, by amateur (or nonprofessional) scientists.",scientific research done whole part amateur nonprofessional scientists,Citizen Science_9
220,266,forrt_031,CKAN,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/ckan/,"The Comprehensive Knowledge Archive Network (CKAN) is an open-source data platform and free software that aims to provide tools to streamline publishing and data sharing. CKAN supports governments, research institutions and other organizations in managing and publishing large amounts of data.",comprehensive knowl archive network ckan open source data platform free software aims provide tools streamline publishing data sharing ckan supports governments research institutions organizations managing publishing large amounts data,CKAN_1
221,269,forrt_032,COAR Community Framework for Good Practices in Repositories,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/coar-community-framework-for-good-p/,"A framework which identifies best practices for scientific repositories and evaluation criteria for these practices. Its flexible and multidimensional approach means that it can be applied to different types of repositories, including those which host publications or data, across geographical and thematic contexts.",framework identifies best practices scientific repositories evaluation criteria practices flexible multidimensional approach means can applied different types repositories including host publications data across gaphical thematic contexts,COAR Community Framework for Good Practices in Repositories_1
222,272,forrt_033,Code review,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/code-review/,"The process of checking another researchera??s programming (specifically, computer source code) including but not limited to statistical code and data modelling. This process is designed to detect and resolve mistakes, thereby improving code quality. In practice, a modern peer review process may take place via a hosted online repository such as GitHub, GitLab or SourceForge.Related terms: Reproducibility; Version control",process checking another researcher s programming specifically computer source code including limited statistical code data modelling process designed detect resolve mistakes thereby improving code quality practice modern peer review process may take place via hosted online repository github gitlab sourceforge related terms reproducibility version control,Code review_1
223,273,forrt_033,Code review,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/code-review/4157,"A process to detect possible coding errors, implement path analyses and determine adherence to design specifications and standards by reviewing the source code.Learn more in: A Practical Approach to Computerized System Validation",process detect possible coding errors implement path analyses determine adherence design specifications standards reviewing source code,Code review_2
224,274,forrt_033,Code review,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/code_review," The practice, or an instance, of identifying and verifying the choice of algorithms, coding styles and compliance with the software design.",practice instance identifying verifying choice algorithms coding styles compliance software design,Code review_3
225,275,forrt_034,Codebook,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/codebook/,"A codebook is a high-level summary that describes the contents, structure, nature and layout of a data set. A well-documented codebook contains information intended to be complete and self-explanatory for each variable in a data file, such as the wording and coding of the item, and the underlying construct. It provides transparency to researchers who may be unfamiliar with the data but wish to reproduce analyses or reuse the data.",codebook high level summary describes contents structure nature layout data set well documented codebook contains information intended complete self explanatory variable data file wording coding item underlying construct provides transparency researchers may unfamiliar data wish reproduce analyses reuse data,Codebook_1
226,276,forrt_034,Codebook,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/codebook/44683,"A codebook is a type of document used for gathering and storing codes. Originally codebooks were often literally books, but today codebook is a byword for the complete record of a series of codes, regardless of physical format.Learn more in: Biometric: Authentication and Service to Cloud",codebook type document used gathering storing codes originally codebooks often literally books today codebook byword complete record series codes regardless physical format,Codebook_2
227,277,forrt_034,Codebook,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/codebook,"A book, table, database, or other object that stores the mapping between plaintext words or phrases and their equivalents in a code.",book table database object stores mapping plaintext words phrases equivalents code,Codebook_3
228,278,forrt_034,Codebook,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/codebook,A lookup table.,lookup table,Codebook_4
229,279,forrt_035,Collaborative Replication and Education Project (CREP),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/collaborative-replication-and-educa/,"The Collaborative Replication and Education Project (CREP) is an initiative designed to organize and structure replication efforts of highly-cited empirical studies in psychology to satisfy the dual needs for more high-quality direct replications and more training in empirical research techniques for psychology students. CREP aims to address the need for replications of highly cited studies, and to provide training, support and professional growth opportunities for academics completing replication projects.",collaborative replication education project crep initiative designed organize structure replication efforts highly cited empirical studies psychology satisfy dual needs high quality direct replications training empirical research techniques psychology students crep aims address need replications highly cited studies provide training support professional growth opportunities academics completing replication projects,Collaborative Replication and Education Project (CREP)_1
230,282,forrt_036,Committee on Best Practices in Data Analysis and Sharing (COBIDAS),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/committee-on-best-practices-in-data/,"The Organization for Human Brain Mapping (OHBM) neuroimaging community has developed a guideline for best practices in neuroimaging data acquisition, analysis, reporting, and sharing of both data and analysis code. It contains eight elements that should be included when writing up or submitting a manuscript in order to improve reporting methods and the resulting neuroimages in order to optimize transparency and reproducibility.",organization human brain mapping ohbm neuroimaging community developed guideline best practices neuroimaging data acquisition analysis reporting sharing data analysis code contains t elements included writing submitting manuscript order improve reporting methods resulting neuroimages order optimize transparency reproducibility,Committee on Best Practices in Data Analysis and Sharing (COBIDAS)_1
231,285,forrt_037,Communality,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/communality/,The common ownership of scientific results and methods and the consequent imperative to share both freely. Communality is based on the fact that every scientific finding is seen as a product of the effort of a number of agents. This norm is followed when scientists openly share their new findings with colleagues.,common ownership scientific results methods consequent imperative share freely communality based fact every scientific finding seen product effort number agents norm followed scientists openly share new findings colles,Communality_1
232,286,forrt_037,Communality,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/communality/4614,The availability of a commonly accessible pool of information enabled by ICT tools such as databases or online forums.Learn more in: The Current State and Future of E-Participation Research,availability commonly accessible pool information enabled ict tools databases online forums,Communality_2
233,287,forrt_037,Communality,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/communality,The condition of being communal. ,condition communal,Communality_3
234,288,forrt_037,Communality,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/communality,The extent to which something is communal.,extent something communal,Communality_4
235,289,forrt_037,Communality,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/communality,A measure of variance in factor analysis.,measure variance factor analysis,Communality_5
236,290,forrt_038,Community Projects,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/community-projects/,"Collaborative projects that involve researchers from different career levels, disciplines, institutions or countries. Projects may have different goals including peer support and learning, conducting research, teaching and education. They can be short-term (e.g., conference events or hackathons) or long-term (e.g., journal clubs or consortium-led research projects). Collaborative culture and community building are key to achieving project goals.",collaborative projects involve researchers different career levels disciplines institutions countries projects may different goals including peer support learning conducting research teaching education can short term conference events hackathons long term journal clubs consortium led research projects collaborative culture community building key achieving project goals,Community Projects_1
237,293,forrt_039,Compendium,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/compendium/,"A collection of files prepared by a researcher to support a report or publication that include the data, metadata, programming code, software dependencies, licenses, and other instructions necessary for another researcher to independently reproduce the findings presented in the report or publication.",collection files prepared researcher support report publication include data metadata programming code software dependencies licenses instructions necessary another researcher independently reproduce findings presented report publication,Compendium_1
238,294,forrt_039,Compendium,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/compendium/4795,"An argumentation, or mind mapping tool.Learn more in: The Role of Mediating Artefacts in Learning Design",argumentation mind mapping tool,Compendium_2
239,295,forrt_039,Compendium,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/compendium-traditional-definition/43736,"An integrated collection of text, code, and data that allows the presented science to be reproduced. All the necessary documents that are needed to create the article (with embedded R code) and the data are contained in an archive file.Learn more in: Reproducible Computing",integrated collection text code data allows presented science reproduced necessary documents needed create article embedded r code data contained archive file,Compendium_3
240,296,forrt_039,Compendium,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/compendium-revised-definition/43737,A research document where each computation is referenced by a unique web page containing all the information that is necessary to re-compute and re-use the analysis on distributed web servers or on the usera??s machine.Learn more in: Reproducible Computing,research document computation referenced unique web page containing information necessary re compute re use analysis distributed web servers user s machine,Compendium_4
241,297,forrt_039,Compendium,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/compendium,"A short, complete summary; an abstract.",short complete summary abstract,Compendium_5
242,298,forrt_039,Compendium,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/compendium,A list or collection of various items. ,list collection various items,Compendium_6
243,299,forrt_039,Compendium,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/compendium,A collection of board games packaged in a single box.,collection board games packaged single box,Compendium_7
244,300,forrt_039,Compendium,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/compendium,"A collected body of information on the standards of strength, purity, and quality of drugs.",collected body information standards strh purity quality drugs,Compendium_8
245,301,forrt_040,Computational reproducibility,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/computational-reproducibility/,"Ability to recreate the same results as the original study (including tables, figures, and quantitative findings), using the same input data, computational methods, and conditions of analysis. The availability of code and data facilitates computational reproducibility, as does preparation of these materials (annotating data, delineating software versions used, sharing computational environments, etc). Ideally, computational reproducibility should be achievable by another second researcher (or the original researcher, at a future time), using only a set of files and written instructions. Also referred to as analytic reproducibility (LeBel et al., 2018).",ability recreate results original study including tables figures quantitative findings using input data computational methods conditions analysis availability code data facilitates computational reproducibility preparation materials annotating data delineating software versions used sharing computational environments etc ideally computational reproducibility achievable another second researcher original researcher future time using set files written instructions also referred analytic reproducibility lebel,Computational reproducibility_1
246,304,forrt_041,Conceptual replication,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/conceptual-replication/,"A replication attempt whereby the primary effect of interest is the same but tested in a different sample and captured in a different way to that originally reported (i.e., using different operationalisations, data processing and statistical approaches and/or different constructs; LeBel et al., 2018). The purpose of a conceptual replication is often to explore what conditions limit the extent to which an effect can be observed and generalised (e.g., only within certain contexts, with certain samples, using certain measurement approaches) towards evaluating and advancing theory (HA?ffmeier et al., 2016).",replication attempt whereby primary effect interest tested different sample captured different way originally reported e using different operationalisations data processing statistical approaches different constructs lebel purpose conceptual replication often explore conditions limit extent effect can observed generalised within certain contexts certain samples using certain measurement approaches towards evaluating advancing theory h ffmeier,Conceptual replication_1
247,307,forrt_042,Confirmation bias,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/confirmation-bias/,"The tendency to seek out, interpret, favor and recall information in a way that supports onea??s prior values, beliefs, expectations, or hypothesis.",tendency seek interpret favor recall information way supports one s prior values beliefs expectations hypothesis,Confirmation bias_1
248,308,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,"An attempt to fit a new insight into what is already known. Confirmation bias is part of the field of bias and hereustics that guide our mental processes to arrive at quick interpretations and conclusions. For information about the confirmation bias in decision-making, see ( Kahneman, 2011 ).Learn more in: The Impact of IR4 on Corporate Governance of Listed Companies",attempt fit new insight already known confirmation bias part field bias hereustics guide mental processes arrive quick interpretations conclusions information confirmation bias decision making see kahneman,Confirmation bias_2
249,309,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,"A human tendency to over-weight information that aligns with prior beliefs.Learn more in: Ferreting Out Silences and Invisibilities in Electronic Hive Minds: Identifying Absent/Non-Present, Latent/Hidden, and Shadowed/Obfuscated Messaging",human tendency wt information aligns prior beliefs,Confirmation bias_3
250,310,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,Preference for information that conforms with beliefs one already holds.Learn more in: Trumping Reason: Political Communication in the Post-Truth Era,preference information conforms beliefs one already holds,Confirmation bias_4
251,311,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,The tendency to interpret results in a way that coincides with existing beliefs.Learn more in: Implementing a Personalized Learning Initiative,tendency interpret results way coincides existing beliefs,Confirmation bias_5
252,312,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,"A tendency to interpret new information in a way to align with onea??s previous beliefs or theories.Learn more in: Authentic Research, Teaching, Events, and Assessments for Economic Prosperity: The STEAM of Responsive Education",tendency interpret new information way align one s previous beliefs theories,Confirmation bias_6
253,313,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,The tendency to accept information that aligns with onea??s values and beliefs and to discount information that conflicts with onea??s values and beliefs.Learn more in: Perception Is (as) Reality,tendency accept information aligns one s values beliefs discount information conflicts one s values beliefs,Confirmation bias_7
254,314,forrt_042,Confirmation bias,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/confirmation-bias/74002,The tendency to seek and interpret information that matches one's existing beliefs or theories.Learn more in: The Dark Side of Digital Culture,tendency seek interpret information matches one s existing beliefs theories,Confirmation bias_8
255,315,forrt_042,Confirmation bias,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/confirmation_bias,A cognitive bias towards confirmation of the hypothesis under study.,cognitive bias towards confirmation hypothesis study,Confirmation bias_9
256,316,forrt_043,Confirmatory analyses,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/confirmatory-analyses/,"Part of the confirmatory-exploratory distinction (Wagenmakers et al., 2012), where confirmatory analyses refer to analyses that were set a priori and test existent hypotheses. The lack of this distinction within published research findings has been suggested to explain replicability issues and is suggested to be overcome through study preregistration which clearly distinguishes confirmatory from exploratory analyses. Other researchers have questioned these terms and recommended a replacement with a??discovery-orienteda?? and a??theory-testing researcha?? (Oberauer & Lewandowsky, 2019; see also Szollosi & Donkin, 2019).",part confirmatory exploratory distinction wagenmakers confirmatory analyses refer analyses set priori test existent hypotheses lack distinction within published research findings suggested explain replicability issues suggested overcome study preregistration clearly distinguishes confirmatory exploratory analyses researchers questioned terms recommended replacement discovery oriented theory testing research oberauer lewandowsky see also szollosi donkin,Confirmatory analyses_1
257,319,forrt_044,Conflict of interest,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/conflict-of-interest/,"A conflict of interest (COI, also a??competing interesta??) is a financial or non-financial relationship, activity or other interest that might compromise objectivity or professional judgement on the part of an author, reviewer, editor, or editorial staff. The Principles of Transparency and Best Practice in Scholarly Publishing by the Committee on Publication Ethics (COPE), the Directory of Open Access Journals (DOAJ), the Open Access Scholarly Publishers Association (OASPA), and the World Association of Medical Editors (WAME) states that journals should have policies on publication ethics, including policies on COI (DOAJ, 2018). COIs should be made transparent so that readers can properly evaluate research and assess for potential or actual bias(es). Outside publishing, academic presenters, panel members and educators should also declare COIs. Purposeful failure to disclose a COI may be considered a form of misconduct.",conflict interest coi also competing interest financial non financial relationship activity interest might compromise objectivity professional judgement part author reviewer editor editorial staff principles transparency best practice scholarly publishing committee publication ethics cope directory open access journals doaj open access scholarly publishers association oaspa world association medical editors wame states journals policies publication ethics including policies coi cois made transparent readers can properly evaluate research assess potential actual bias es outside publishing academic presenters panel members educators also declare cois purposeful failure disclose coi may considered form misconduct,Conflict of interest_1
258,320,forrt_044,Conflict of interest,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/conflict-of-interest/67299,"Situation occurred when an employee, researcher, physician, etc. is involved in a particular matter as part of his/her official duties with an outside organization with which he/she also has a financial interest, or one which is imputed to him/her. The conflict can be real or apparent. Ideally the conflict is disclosed to the Ethics Coordinator or principal investigator to obtain a waiver or authorization, otherwise the employee should be disqualified from participating in particular matters concerning the outside entity.Learn more in: Addressing Research Ethics in Clinical Trials in Four of the Former Communist European Countries: A Shared Responsibility",situation occurred employee researcher physician etc involved particular matter part official duties outside organization also financial interest one imputed conflict can real apparent ideally conflict disclosed ethics coordinator principal investigator obtain waiver authorization otherwise employee disqualified participating particular matters concerning outside entity,Conflict of interest_2
259,321,forrt_044,Conflict of interest,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/conflict-of-interest/67299,A situation where a person/entity has multiple interests that can significantly affect the decision-making process.Learn more in: Ethics in Accounting and Finance: Actual Issues and Controversies,situation person entity multiple interests can significantly affect decision making process,Conflict of interest_3
260,322,forrt_044,Conflict of interest,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/conflict-of-interest/67299,"A situation where the interests of two parties are incompatible (employee vs. company, employee vs. customer, company and senior manager/ director).Learn more in: Liability or Ethics?: The Real Value of Compliance",situation interests two parties incompatible employee vs company employee vs customer company senior manager director,Conflict of interest_4
261,323,forrt_044,Conflict of interest,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/conflict_of_interest," A situation in which an individual or legal entity in a position of trust (such as an attorney, investment advisor, broker, politician, executive, director, scientist or physician) has competing professional or personal interests. ",situation individual legal entity position trust attorney investment advisor broker politician executive director scientist physician competing professional personal interests,Conflict of interest_5
262,324,forrt_044,Conflict of interest,wiktionary,online_dict,29/3/2022,https://en.wiktionary.org/wiki/conflict_of_interest,The competing interest itself.,competing interest,Conflict of interest_6
263,325,forrt_045,Consortium authorship,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/consortium-authorship/,"Only the name of the consortium or organization appears in the author column, and the individuals' names do not appear in the literature: For example, a??FORRTa?? as an author. This can be seen in the products of collaborative projects with a very large number of collaborators and/or contributors. Depending on the journal policy, individual researchers may be recorded as one of the authors of the product in literature databases such as ORCID and Scopus. Consortium authorship can also be termed group, corporate, organisation/organization or collective authorship (e.g.  or collaborative authorship (e.g. ",name consortium organization appears author column individuals names appear literature example forrt author can seen products collaborative projects large number collaborators contributors depending journal policy individual researchers may recorded one authors product literature databases orcid scopus consortium authorship can also termed group corporate organisation organization collective authorship www bmj com bmj resources authors article submission authorship contributorship collaborative authorship support jmir org hc en us articles group author collaborative author need orcid,Consortium authorship_1
264,328,forrt_046,Constraints on Generality (COG),forrt,online_glossary,9/3/2022,https://forrt.org/glossary/constraints-on-generality-cog/,"A statement that explicitly identifies and justifies the target population, and conditions, for the reported findings. Researchers should be explicit about potential boundary conditions for their generalisations (Simons et al., 2017). Researchers should provide detailed descriptions of the sampled population and/or contextual factors that might have affected the results such that future replication attempts can take these factors into account (Brandt et al., 2014). Conditions not explicitly listed are assumed not to have theoretical relevance to the replicability of the effect.",statement explicitly identifies justifies target population conditions reported findings researchers explicit potential boundary conditions generalisations simons researchers provide detailed descriptions sampled population contextual factors might affected results future replication attempts can take factors account brandt conditions explicitly listed assumed theoretical relevance replicability effect,Constraints on Generality (COG)_1
265,331,forrt_047,Construct validity,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/construct-validity/,"When used in the context of measurement and testing, construct validity refers to the degree to which a test measures what it claims to be measuring. In fields that study hypothetical unobservable entities, construct validation is essentially theory testing, because it involves determining whether an objective measure (a questionnaire, lab task, etc.) is a valid representation of a hypothetical construct (i.e., conforms to a theory).",used context measurement testing construct validity refers degree test measures claims measuring fields study hypothetical unobservable entities construct validation essentially theory testing involves determining whether objective measure questionnaire lab task etc valid representation hypothetical construct e conforms theory,Construct validity_1
266,332,forrt_047,Construct validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/construct-validity/5440,The extent to which a given test is an effective measure of a theoretical constructLearn more in: Theory Development in Information Systems Research Using Structural Equation Modeling: Evaluation and Recommendations,extent given test effective measure theoretical construct,Construct validity_2
267,333,forrt_047,Construct validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/construct-validity/5440,"Validity evidence that addresses the extent to which the instrument measures the underlying construct, generally examined through a variety statistical and judgmental sources of information.Learn more in: A Primer on Survey Research",validity evidence addresses extent instrument measures underlying construct generally examined variety statistical judgmental sources information,Construct validity_3
268,334,forrt_047,Construct validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/construct-validity/5440,"Identifies theoretical constructs defined by a network of relations, all of which are anchored to observables, making the constructs testable.Learn more in: The Nomological Network and the Research Continuum",identifies theoretical constructs defined network relations anchored observables making constructs testable,Construct validity_4
269,335,forrt_047,Construct validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/construct-validity/5440,The ability of the test to reflect lessons taught in the class.Learn more in: Learning From Our Ancestors: Rethinking the Final Exam in Higher Education,ability test reflect lessons taught class,Construct validity_5
270,336,forrt_047,Construct validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/construct-validity/5440,"Reflects and predicts the reality of the working context students will encounter after and beyond their time as employees at WSU, and, further, that expectations of their performance as student employees at WSU map reasonably well across unitsLearn more in: Learning to Work and Working to Learn: What We are Learning and How Technology and Assessment Can Help",reflects predicts reality working context students will encounter beyond time employees wsu expectations performance student employees wsu map reasonably well across units,Construct validity_6
271,338,forrt_048,Content validity,forrt,online_glossary,9/3/2022,https://forrt.org/glossary/content-validity/,"The degree to which a measurement includes all aspects of the concept that the researcher claims to measure; a??A qualitative type of validity where the domain of the concept is made clear and the analyst judges whether the measures fully represent the domaina?? (Bollen, 1989, p.185). It is a component of construct validity and can be established using both quantitative and qualitative methods, often involving expert assessment.",degree measurement includes aspects concept researcher claims measure qualitative type validity domain concept made clear analyst judges whether measures fully represent domain p component construct validity can established using quantitative qualitative methods often involving expert assessment,Content validity_1
272,339,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,"The extent to which an assessment actually measures what it is supposed to measure.Learn more in: Aligning Curriculum, Instruction, and Classroom Assessment in a University English Language Program",extent assessment actually measures supposed measure,Content validity_2
273,340,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,The extent to which the survey represents all important facets of a construct.Learn more in: An Introduction to Survey Research,extent survey represents important facets construct,Content validity_3
274,341,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,"Content validity is representativeness or sampling adequacy of the measure. It refers to the extent to which a test represents the universe of items from which it is drawn (Salkind, 2000). The measurement has content validity when its contents (e.g., questions) adequately represent the construct it measures.Learn more in: A Survey on the Adoption and Usage of Broadband Internet",content validity representativeness sampling adequacy measure refers extent test represents universe items drawn measurement content validity contents questions adequately represent construct measures,Content validity_4
275,342,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,The ability of the test to assess specific skills through question selection and wording.Learn more in: Learning From Our Ancestors: Rethinking the Final Exam in Higher Education,ability test assess specific skills question selection wording,Content validity_5
276,343,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,"Validity evidence that addresses the extent to which the instrument measures the intended content area, generally examined through professional judgement.Learn more in: A Primer on Survey Research",validity evidence addresses extent instrument measures intended content area generally examined professional judgement,Content validity_6
277,344,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,"The a??degree to which items in an instrument reflect the content universe to which the instrument will be generalizeda?? (Straub et al., 2004).Learn more in: Employing Content Validity Approach for Improving the Content of Broadband Adoption Survey Instrument",degree items instrument reflect content universe instrument will bneralized straub,Content validity_7
278,345,forrt_048,Content validity,IGI,research_dict,28/3/2022,https://www.igi-global.com/dictionary/content-validity/5577,The property of an instrument or testa??s content to capture the interested area to be measured.Learn more in: Evaluating Systemic Assistive Technology Needs,property instrument test s content capture interested area measured,Content validity_8
